word	cid	keyword	cluster
huge	84	spectacular	great, incredible, spectacular, amazing, fantastic, phenomenal
hundred	61	fifty	seventy-five, sixty-six, fifty-two, forty-eight, seventy-two, sixty-seven, Twenty, fifty-seven, thirty-one, twenty-two, thirtyseven, eighty-four, thirty, eight-four, fifty-four, thirty-two, eight, six, seventyfive, Eight-hundred, seventy-four, forty-five, twenty-three, fifty-one, Five-hundred, fifity, twenty, twenty-six, thirtyfive, twenty-nine, seven, ninety-three, seventy, seventy-eight, Eighty, forty, sixty-eight, nine, thirty-seven, twelve, fifty, thirty-five, forty-one, fourteen, eighty, sixty-one, ninety-nine, fifteen, seventy-three, hundred-twenty, thirty-four, seventy-one, eighty-six, sixty, Ninety-nine, Two-hundred, twentyfive, twenty-seven, forty-four, ninety, forty-three, eighteen, ninety-seven, thirty-three, sixty-four, fifty-five, twenty-four, eighty-five, ninety-eight, sixty-two, seventy-six, fifty-three, sixty-five, -five, twenty-eight, ninety-five, seventy-odd, fifty-six, seven-hundred, twenty-five, five, onehundred, forty-six, eighty-odd, fifty-eight, nineteen, ninety-four, thirty-six, eighty-three, fifty-nine, thirty-eight, ninety-six, seventeen, seventy-seven, fourty, sixty-three, eleven, eighty-nine, ten, seventy-nine, eighty-seven
hundred	67	thousand	thousand, hunded, undred, thousnad, thousan, hundred-thousand, twohundred, THOUSAND, hunderd, hundre, hundres, himdred, forty-thousand, hunnert, hun-dred, sixhundred, houndred, thousand.The, thou-sand, tweny, fivehundred, thosand, fifty-thousand, thirty-thousand, 1oo, hudred, hundread, hundred-million, ten-thousand, twenty-thousand, five-thousand, hundered, 100, nine-thousand, hundred-fifty, hnndred
hundred	138	hundreds	thousand-plus, thirty-odd, gazillion, hundred-plus, bazillion, forty-odd, 60-odd, fifty-odd, 30-odd, half-a-dozen, thirty-some, zillion, thousands, hundred-odd, dozens, twenty-odd, gabillion, 20-odd, sixty-odd, fifty-sixty, 50-odd, fifty-some, hundreds, fifty-plus, ninety-odd, 40-odd, twenty-some, dozen, thousand-odd, half-dozen, forty-some, some-odd
hurricane	6	hurricanes	rainstorm, gale, ouragan, Katrina-like, disaster, Saffir-Simpson, Noreaster, Prapiroon, Hermine, hurricane-free, hurricaine, bombogenesis, Irene, Hurricaine, hurricanes., hurricane-proof, twister, huracán, storm-like, Sandy, Hurrican, earthquake, storm-affected, SandyThe, rainbands, Vardah, Ondoy, post-Hurricane, storm-resistant, storm-battered, hermine, waterspout, thunderstorm, HurricaneSandy, Huricane, squall, Iniki, tornadoes, Roanu, Seniang, eye-wall, Cat-5, hurricane-affected, tornado-related, HURDAT, tempest, cyclones, northeaster, storm-prone, megastorm, non-storm, hurricanes, super-typhoon, Guchol, hurricane.The, super-storm, storm-related, storm-induced, post-Irene, tornado-like, Tsunami, recurvature, cyclone, superstorm, landfalls, huricanes, Man-yi, storms, hurricane-prone, Typhoon, landfall, Nanmadol, katrina, tormenta, Sandy-related, KATRINA, diaster, Category-5, eyewall, Sandy.I, hurricane-strength, Sandy-ravaged, tsunami, post-storm, hurricane-battered, storm, tornadic, windstorm, Vongfong, windfield, Frankenstorm, Katrina.But, nor-easter, post-Sandy, Katrinas, mega-disaster, hurricane-like, Supertyphoon, HURRICANES, hurricane-ravaged, Windstorm, gale-force, Ike., SandyOctober, non-hurricane, SUPERSTORM, tornado, tropical-storm, tsumani, Superstorm, hurricane-resistant, Sandy.The, Megastorm, mini-tornado, wind-shear, cyclonic, microburst, typhoon, severe-weather, noreaster, post-tropical, Milenyo, tornado.The, mega-storm, post-Katrina, frankenstorm, Katrina-, Katrina-related, Katrina, hurri, hurricane-induced, ricane, hurricane-related, Post-Hurricane, post-hurricane, landfalling, Storms, Sandy., Hurricanes, hurricane-force, Phailin, pre-storm, pre-hurricane, Xynthia, tornado., FEMA, storm-driven, natural-disaster, huricane, Sandy-like, supertyphoon, hurricane-devastated, Katrina.
hurricane	96	thestorm	storms.The, storm.You, storm.A, storm.We, storm.As, storm.When, thestorm, storm.If, storm.The, storm., storm.What, storm.I, storm-, storm.In, storm.It, storm.For, storm.But, storm.And
husband	45	wife	mother, son-in-love, in-laws, mum-in-law, daughters, daughter, father-inlaw, brother-in-law, ex-mother-in-law, step-mom, Wife, step-mother-in-law, step-sons, son, son-in-law, daugher, Mother-in-law, stepdaughter, wife, Spouse, stepmother, inlaws, spouses, mother-in-law, married, step-mother, mom-in-law, mom, sister-inlaw, stepmother-in-law, step-son, divorcee, husbands, ex-step, parent-in-laws, father, D-I-L, spouse, sons, stepfather, marriage, aunt, brother-inlaw, son-in-laws, stepkids, bigamist, wives, step-daughters, ex-daughter-in-law, step-father, widower, father-in-laws, daugher-in-law, bother-in-law, in-law, step-daughter, widow, dad, stepsons, Husbands, mother-inlaw, ex-husband, stepson, divorced, parents-in-law, step-kids, stepdaughters, sister-in-law, dad-in-law
husband	2	wifeby	paramour, wifeby, wife.It, mistress, help-mate, husbandand, wife--, wife.To, wife.And, husband.I, wife-, life-partner, wife.2., non-husband, husband.In, wife.She, husband.It, husband.You, husband.And, wife.What, wife.That, husband.They, husband.She, husband--the, husband.What, husband.We, wife.So, wife2, husband.When, wife.The, wife.This, wife.My, husband--, husband.But, wife.If, wife.One, husbandMy, wifeMy, wife.We, wife.You, helpmeet, husband--a, wife.I, husband--who, husband--he, husband.He, wife.He, husband.The, wife.There, philandering, son.My, husband.This, breadwinner, husband.So
husband	142	hubby	wifey, wive, hsuband, husbend, wfie, husban, busband, hubsand, husbund, spouce, wife., husaband, hubby, other-half, Hubby, hushand, huband, husb, hus-band, husbnd, hubbies, -wife, co-wife, husbamd, better-half, hubster, husbnad, huaband, husbad, husabnd, hubbie, usband
husband	155	fiancé	girlfriend, newlywed, fiancé, ex-fiance, newly-married, hubby-to-be, newly-wed, finacee, fiancè, father-in-law-to-be, fiance, boyfriend, husband-to-be, soon-to-be-husband, fianceé, wife-to-be, fiancee
husband	32	soon-to-be-ex-wife	soon-to-be-ex, ex-hubby, soon-to-be-ex-wife, cheated-on, now-ex-wife, ex-Husband, soon-to-be-ex-husband, now-estranged, exhusband, Ex-husband, Ex-wife
husband	16	woman	woman
husband	44	WIFE	WIFE
husband	47	wife.Click	wife.Click
hut	35	wbon	bojs, liouso, inn, liouse, hotol, wbon, slto, houao, hou-e, uround, houae, houso, bouse, bouso
hut	19	huts	huts, shack, croo
hut	7	Ketetahi	Asulkan, Ketetahi, Horombo
hut	17	Hörnli	Hörnli, Hutte, Cosmiques
hut	30	tarn	hiU, tarn
hut	22	liiul	liiul, iiud
hut	2	iiome	iiome
hut	3	Mokolii	Mokolii
hut	6	duik	duik
hut	10	thehut	thehut
hut	13	piai	piai
hut	15	dwelling	dwelling
hut	20	Matavai	Matavai
hut	23	Esquimau	Esquimau
hut	34	agalu	agalu
hymn	54	doxology	folksong, hymne, gospel-ish, Akathistos, partsongs, Eastertide, thrice-holy, versicles, alleluia, Exsultet, folk-song, Responsory, chant-like, post-communion, Litany, Hymnus, laudamus, stanzas, postlude, Postlude, part-songs, Psalmus, troparion, Plainchant, Surrexit, Conditor, Doxology, plainchant, semi-chorus, doxology, Deutschlandlied, villancico, introit, chorale-like, Thrice-Holy, Post-Communion, canticle, offertory, Hallelujahs, motet, louange, newly-composed, Responsorial, Introits, verse, cantata, Hymne, psalmos, chorals, sticheron, responsory, satb, Abendlied, evensong, SATB, Jubilate, psalmody, Offertorium, double-choir, invocatory, pslams, strophe, chorale, psalm, kontakion, canticles, hymn-like, Laudamus, antiphon, Laudibus, Virginem, requiem, Alleluias, poem, doxologies, SSAATTBB, Alleluia, Amen.A, benediction, canticum, cantique, dimittis, psalter, alleluias, Introit, IntroductionEnglishThe, magnificat, Alleluya, chorales, S.A.T.B., descant, Psalm, Tevaram
hymn	99	hymns	Psalter, hymnologist, ContentsTopFull, hymnal, hymnals, hymnody, Hymnary, hymn-books, hymnwriter, Hymns, Hymnody, hymns, Psalmody, hymnology, Hymnals, hymn-writers, hymnbook, devotional, Homelds.orgMusicMusic, HYMNS, Gesangbuch, song-books, Hymnal, Cennick, hymnary, hymnbooks, Hymnbook, Hymnary.org, hymnist, Hymn-Book
hymn	2	song	anthem, ballad, song, Himno, love-song, lullaby, paean, lyric, anthems, ditty, songThis, melody, dirge
hymn	30	chant	chaunt, chant-, Marseillaise, folk-songs, war-song, love-songs, sung, dithyrambs, songof, death-song, monody, chant, chaunted
hymn	49	chorus	sing, sings, singing, chorus, sang
hymn	142	piyyut	Yigdal, piyyut, Alenu
hymn	29	DOXOLOGY	DOXOLOGY
hymn	155	stotram	stotram
hypertension	93	hypertensive	vasculopathies, sympathoexcitation, 140mmHg, β-blockade, Phosphodiesterase-5, preeclampsia, microalbuminuria, arrhythmia, nephrosclerosis, Normotensive, proteinuria, hypotensive, Angiotensin-converting, pre-hypertensive, hypervolemia, renin-angiotensin-aldosterone, nephropathy, tachycardia-induced, hyper-tension, normotensives, JNC8, angiotension, HTN, hypertension.1, pre-hypertension, aldosteronism, nephropathies, vasodepressor, low-renin, hypotension, glaucoma, hyperkalemia, vasodilation, angiotensin, stroke-prone, aTRH, angina, aldosterone-induced, arrhythmias, angiotensin-II, 1K1C, hypertension.The, DOCA-salt, atherosclerosis-related, non-hypertensive, renal, retinopathy, hypertension-related, hyperaldosteronism, adriamycin-induced, sympathoinhibition, Bakris, congestive, natriuresis, arteriolosclerosis, intraglomerular, hypertension-induced, pre-eclampsia, normotension, glomerulonephritis, hypertensive, systolic, AT1-receptor, nonarteritic, blood-pressure, bloodpressure, renovascular, arthrosclerosis, uropathy, large-artery, aldosterone, normotensive, artherosclerosis, atherosclerosis, vasorelaxation, bradycardia
hypertension	9	pressure-lowering	anti-hypertensive, losartan, Antihypertensives, Lisinopril, amlodipine, Thiazide, cilazapril, Eplerenone, HCTZ, angiotensin-converting, Norvasc, ACE-inhibitor, pressure-lowering, antihypertensive, candesartan, hydrochlorothiazide, ACEi, Hydralazine, Antihypertensive, labetalol, ACE-inhibitors, Anti-hypertensive, antihypertensives, lisinopril, anti-hypertensives, diuretics, eprosartan, Amlodipine, captopril, moxonidine, Beta-blocker, omapatrilat, Vasodilators, chlorthalidone
hypertension	125	hyperuricemia	Pre-hypertension, Hyperlipidaemia, hyperuricemia, Hypercholesterolaemia, Pregnancy-induced, dyslipidemias, dyslipidemia, ASCVD, Hyperkalaemia, Streptozotocin-induced, NIDDM, Prehypertension, hyperlipidaemia, Dyslipidemia, homocysteinemia, Hyperlipidemia, dyslipidaemia, hyperuricaemia, Hypercholesterolemia, hypercholesterolemia, hyperhomocysteinaemia, hypertriglyceridemia, hyperlipidemia, Hypotension, Renovascular, hyperphosphataemia, hypercholesterolaemia, Hyperaldosteronism, T2DM
hypertension	1	diabetes	prediabetes, mellitus, diabetes.Diabetes, obesity, diabetes, diebetes, dibetes, pre-diabetes, diabe, diabetes.1, diabetes.You, diabetes2, heartdisease
hypertension	45	hypothyroidism	hypothyroidism
hypertension	54	hydralazine	hydralazine
hysteria	28	panic	moonbattery, frenzied, near-hysteria, fever-pitch, crazed, hysterias, conniption, hyperventilating, craze, madness, pandemonium, paranoic, paranoiac, insanities, rage, paroxysm, barely-contained, neurosis, shrieking, obsession, frenzies, pearl-clutching, delirium, zealotry, hair-on-fire, hypochondria, insanity, over-excitement, apoplexy, Hysterics, monomania, feverish, delusion, terror, paranioa, histeria, looniness, bedlam, fervor, giddiness, euphoria, Hysterical, hysteric, hoplophobia, foam-at-the-mouth, nuttery, panic-like, fever-pitched, overexcitement, freakout, craziness, lunacies, hysterics, panic, anxiety, febrile, lunatics, psychosis, paranoias, crazies, rabidity, mass-hysteria, Bush-hatred, lunacy, fanaticism, mania, derangement, ravings, idiocy, manias, delerium, paroxysms, hysterical, frenzy, freak-out, inanity, paranoia
hysteria	47	scaremongering	scare-mongering, doom-saying, scaremongering, emotionalism, shrillness, over-dramatization, misinformation, fear-monger, scare-tactics, sensationalism, alarmism, alarmist, hyperbole, hyper-emotional, Sinophobia, demagoguery, Scaremongering, histrionic, mongerers, mongered, xenophobia, nonsense, hystrionics, scaremongers, conspiracy-mongering, reactionism, alarmists, fearmongers, histrionics, fearmongering, mongering, demonization, doomsaying, radiophobia, scare-mongers, jingoism, fear-mongers, Fear-mongering, scare-stories, melodramatics, melodrama, fear-mongering, Fearmongering
hysteria	115	sensationalized	media-fed, death-panel, media-fuelled, sensationalization, sensationalized, media-fueled, media-created, drummed-up, media-manufactured, media-hyped, over-sensationalized, media-generated, media-driven
hysteria	124	witchhunt	witch-hunt, red-scare, witchhunts, witch-hunting, witchhunt, witch-hunts, witchhunting
hysteria	81	furor	brouhaha, uproar, hullabaloo, furor, furore, outrage
hysteria	70	pandemic	epidemic, pandemic
hysteria	94	Panic	Panic
ice	21	ice-covered	iced, ices, frozen, cold, Ice-covered, ice-covered, icicle, Icy, Frozen, frost, icy, snow, ice-bound, icey, ice-like, icicles
ice	40	cream8	cream, cream5, cream.4., cream--, cream8, ceam, cream.-, -cream, cream.2.
ice	33	non-ice	ice.But, refrozen, re-freezing, non-ice, ice.If, ice.The
ice	39	hockey	rink, skating, hockey, rink., scating
ice	36	glacier	glacier, floes, floe, Sea-ice, Antarctic
ice	13	lollys	icream, icecubes, ice-water, lollys
ice	25	PMIce	PMIce, AMIce
ice	24	hielo	ghiaccio, hielo
ice	45	icemakers	icemakers
idea	170	idea.The	idea.With, idea.What, idea--it, idea.He, idea.But, idea.And, idea.There, idea--but, idea--I, idea.As, idea.and, idea.Not, idea.If, suggestion.I, idea.I, idea.You, idea.For, idea.From, idea.Here, idea-it, pre-concieved, idea.How, idea.All, idea.Unfortunately, idea.They, notion.The, idea.Who, idea.Yes, idea.While, ideaA, idea.Now, idea.i, IdeaI, idea.By, idea.Why, ideaThe, idea.It, idea.Love, idea.In, idea.The, idea.Well, idea.Anyway, idea.Our, idea--the, idea.A, idea.One, idea.Just, ideaI, idea.This, idea.So, idea.Read, idea.At, idea.Perhaps, idea.She, idea.Thanks, idea.First, idea.Also, idea.An, idea.Back, idea.Let, idea.After, idea.Some, idea--and, idea.Oh, idea.That, idea.No, idea--, idea.When, idea.However, idea.Since, idea.We, idea.My, idea.Or, IdeaThe, ideaThis, idea.Then, idea.Good, idea.Great, IdeaA, idea.Yeah, idea.On
idea	40	ideas	ideas.If, ideas.The, ideas.This, ideas.So, ideas--and, ideas-, ideas.One, ideas.How, ideas.What, ideas--I, ideas., ideas.Just, ideas.For, ideas.I, ideas.That, ideas.With, ideas.When, ideas.2., Ideas, ideas.And, ideas, ideas.Also, ideas--, idea.2., ideas.1., ideas.It, idea.-, ideas.My, ideas.But, ideasI
idea	44	concept	theconcept, conecpt, premise-, concept.And, notion., analogy, concept.We, concept.This, concpet, concept--, cocept, concept.So, concept.I, concept.The, concepts, concept.It, concept.As, concept.If, consept, Conceptually, conept, concept, concep, concept-, concept., concept.But
idea	62	idead	ideai, idéa, ideaa, ides, ideia, ieas, idead, diea, idé, ideads, idear, ideea
idea	1	notion	premiss, counter-argument, notion, principle, theory, proposition, counter-theory, premise, conceit, notions
idea	8	theidea	ideathat, ideaof, theidea
idea	84	hair-brained	hair-brained, brain-child, brainchild
idea	21	brainstorming	brainstormed, brainstorming, brainstorm
idea	152	thought	thought, think, thinking
idea	166	poo-poohed	poo-pooed, poo-poohed, nixed
idea	3	inkling	impetus, inkling
idea	148	thing	something, thing
idea	14	suggestion	suggestions, suggestion
idea	125	proposing	proposal, proposing
idea	68	ingenius	ingenius
idea	95	wonderism	wonderism
idea	105	toying	toying
idea	106	possiblity	possiblity
idea	143	germ	germ
idea	186	idée	idée
ignorance	47	stupidity	unawareness, indolence, blindness, thoughtlessness, egotism, imbecility, half-knowledge, laziness, complacence, stupidity, cowardice, delusion, indifference, self-conceit, backwardness, self-delusion, obliviousness, heedlessness, narrow-mindedness, selfishness, irrationality, venality, cluelessness, irresponsibility, complacency, apathy, bigotry
ignorance	10	ignorant	ignorace, Ignorant, ingnorance, ignorance.The, uninformed, ignorance.It, ignorance.So, ignorants, ignorant, ignorence, ignornace, Arrogance, Willfull, willful
ignorance	33	unenlightenment	avidya, ajnana, unenlightenment, non-knowing, avijjā, nescience, non-knowledge, avijja, Ajnana
ignorance	35	under-education	under-education, obscurantism, illiteracy, agnotology
ignorance	12	untruth	untruth, falsehood, falsities
ignorance	59	misconceptions	mis-information, misconceptions
ignorance	28	STUPIDITY	STUPIDITY, IDIOCY
ignorance	64	knowledge	knowlege, knowledge
ignorance	24	jahiliya	jahiliya
ignorance	29	bliss	bliss
ignore	93	overlook	overemphasize, understate, underplay, down-play, overlook, underline, soft-pedal, over-emphasize, over-look, hide, confuse, omit, over-emphasise, emphasize, exaggerate, deflect, overshadow, misrepresent, pretend, assume, over-interpret, conflate, undervalue, underestimate, forget, gloss-over, downplay, distort, overemphasise, bury, overstate, distract, dodge, obfuscate
ignore	13	ignoring	ingnoring, Ignored, .Ignoring, ingored, ignores, dissmiss, ingnored, ignored, oblivious, gnore, IGNORING, Disregard, Ignoring, Disregarding, unignore, disregard, ingoring, IGNORED, ignored., IGNORES, ingore, disregarded, ignored.You, Reject, disregarding, ignoring, disregards, ignorning, ignorethe, dismissing, Ignores
ignore	37	resist	spurn, discern, un-notice, tolerate, eschew, acknowledge, accept, reject, succumb, delete, deny, discard, confront, rebuff, refuse, avoid, disbelieve, skip, shun, resist, recognize
ignore	71	dismiss	pooh-pooh, complain, demonize, belittle, rationalize, insist, devalue, bother, relegate, berate, dismiss, scoff, denigrate, lambast, naysay, bemoan, deride, decry
ignore	125	defy	second-guess, dictate, overrule, override, scrutinize, suppress, defy, obliterate, circumvent, undermine, over-rule, surpress, negate, over-ride, supress, quash
ignore	15	warnings	warnings, warn, heed, listen, obey, follow
ignore	56	unimportant	ignorable, irrelevant, unimportant
ignore	126	choose	decide, choose
ignore	128	tell	tell, convince
ignore	106	ignore.The	ignore.It, ignore.The
ignore	94	overreact	overreact, over-react
ignore	79	cherrypick	cherrypick, cherry-pick
ignore	138	persist	continue, persist
ignore	50	obvious	obvious
ignore	80	DISMISS	DISMISS
ignore	84	--ignore	--ignore
ignore	137	shush	shush
ignore	143	ignorer	ignorer
illegal	48	unlawful	not-so-legal, Ilegal, semi-illegal, illigal, illicit, PIRATED, unsanctioned, Unauthorized, illeagal, legal.But, illeagle, ilegally, unlawfully, legally, Illegally, unathorized, unpermitted, UNLAWFUL, ILLEGALLY, LEGAL, pornograp, PROHIBITED, illega, bootlegged, prohibit, punishable, forbidden, Unlawful, unlawful, illegal.The, Prohibited, llegal, ilegal, bannable, imoral, prohibiting, LEGALLY, prohibitted, frowned-upon, lawful, unauthorised, illegally, illlegal, illegaly, prohibited, non-permitted, Criminalizes, semi-legal, immigrants.This, semi-legally, Legally, illegal.And, leagal, quasi-legal, legaly, legal, unauthorized, non-illegal, legel, prostituion, unathorised, unlicenced, illeg, Illegality, illegally., banned, forbiden, un-permitted, improper, blackmarket, reprehensible
illegal	78	legalized	marijuan, legalise, criminalization, prohibition, legalize, legalized, outlawed, Outlawing, illegalize, illegalities, Legalizing, Legalize, illegalization, illegality, Legalised, outlawing, legalising, LEGALIZED, re-legalize, legalizing, legalization, re-legalized, Legalized, LEGALIZING, legalised, illegalized
illegal	84	unconstituional	unconsitutional, un-constitutional, unconstituional, unConstitutional, unconstitional
illegal	88	victimless	law-breaking, victimless, felonious, criminal, victim-less
illegal	26	unsafe	unsafe, dangerous
illegal	90	obscene	obscene
illness	3	sickness	convalescence, llness, sickbed, absences, illness.A, debilitation, pneumonia-related, Hypochondria, Intercurrent, bedridden, hospitalized, Bed-ridden, sick, symptomology, illnesses.The, illness.The, ill-health, illness.She, ill, Aids-related, Sickness, debilitative, illness.It, incapacity, sickness, hospitalizations, illness.He, debility, illnesses, illiness, indisposition, sicknesses, Sicknesses, over-exertion, bed-ridden, dehabilitating, infirmity, hospitalization, hospitalisation, illness-related, incurability, unwellness, dis-ease, sicknes, invalidism, illnesss, Dis-Ease, unwell, illn, Ill-health, bereavements, illhealth, disability, ILLNESSES, illness.As, hypochondria, illness.But, ilness, bereavement
illness	17	flu	lurgies, strep-throat, Bronchitis, flu, outbreak, mononucleosis, post-illness, brochitis, flu-bug, tonsilitis, appendicitis, pandemic, lurgy, fevers, influenza, cold-flu, Pnemonia, pleurisy, laryngitis, flu-like, Flu, typhus, Tonsilitis, flu., pre-illness, grippe, sniffles, colds, man-flu, manflu, epidemics, gastroenteritis, flus
illness	44	tick-related	infection, Guillian-Barre, tick-related, flu-associated, noncontagious, CFS-like, non-treatable, mono-like, sepsis-like, brain-wasting, flulike, influenza-like, mononucleosis-like, meningitis
illness	104	disease	Disease, disease, disease., diesease, desease, thisdisease, diseasea, Dis-ease, disesase, diagnosis
illness	82	mental	healthmental, mental, chronicillness
illness	127	schizophrenia	schizophrenia, dementia, Manic-depressive
illness	41	foodborne	Food-borne, foodborne
illness	117	depression	alcoholism, depression
illness	34	work-connected	work-connected
illness	68	tiredness	tiredness
illness	84	injury	injury
illusion	47	unrealness	fictions, not-quite-real, hall-of-mirrors, unrealness, make-belief, pseudo-real, Matrix-like, unreal, Oz-like, double-image, dreamlike, hologram-like, shadow-play, hyper-real, pseudo-reality, phantasmagoria, simulacrum, fantasy, nonreality, meta-reality, ofreality, dreamworld, make-believe, hyperreality, mise-en-abyme, hologram, reality, dream-like, non-reality, hyperreal
illusion	18	illusions	illussion, illusions, illusio, illusi, mirages, illusions., Poggendorff, delusive, elusion, illusively, illusion.The, dillusion, ilusion, mirage-like, Muller-Lyer, illusiveness, chimera, horizontal-vertical, ILLUSORY, Delboeuf, illusionary, ILLUSIONS, apparency, illusional, illusioned, illusory
illusion	140	semblance	artificial, facade, artificiality, faux, fakeness, sham, façade, pretense, veneer, fake, fakery, artifice, semblance
illusion	17	mystique	slight-of-hand, mystification, mystique, sleight-of-hand, illusionists, magician, prestidigitation, illusionist, bamboozlement, smoke-and-mirrors, levitation, mind-trick, trickery
illusion	141	delusion	self-deceiving, self-deceit, delusions, delude, self-delusions, self-delusion, self-deception, fooled, deludes, grandeur, conceit, delusion
illusion	19	impression	mis-perception, perceptual, fallacy, perception, misperceiving, misconception, myth, misapprehension, impression
illusion	91	window-like	realism, window-like, immersiveness, three-dimensionality, seamlessness, illusionistic, lifelikeness, verisimilitude, illusionism
illusion	62	Reality	Illusional, Illusionary, Reality, Delusions, Illusions, IllusionThe, Illusory
illusion	102	false	deceptive, Falseness, false, untruth, falsehood, deception
illusion	11	veil-like	veil-like, sky-like, veil, shadow-like
illusion	95	solidity	permanence, fullness, airiness, solidity
illusion	113	trompe-l	trompe-l, 'oiel, trompe, Trompe-l
illusion	55	mesmerization	mass-mind, hypnotized, mesmerization
illusion	54	invulnerability	invulnerability, invincibility, invisibility
illusion	129	māyā	māyā, mAyA
illusion	16	nothingness	emptiness, nothingness
illusion	79	separateness	separateness, ego-identity
illusion	24	duality	duality
illusion	83	opaqueness	opaqueness
illusion	126	Separateness	Separateness
illusion	135	un-create	un-create
image	44	images	likeness, captionThe, image.To, image.Click, imageThe, image.4., image.Thanks, imageYou, imageAnd, image.5., image.So, enlarge.The, imagesIn, imageA, imageI, image.However, www.morguefile.com, image.3., image.As, image--, images-, image.At, photo.Click, imageDownload, imageThis, image.In, image.Note, images, imagesThis, ImageIn, images.This, image.After, image.My, image.I, image.See, ImageYou, image.Now, ImageA, ImageThe, image.For, image.A, imageWhen, image.Here, enlarge.This, image.This, imagery, image.But, image.If, image.2., Images, imageof, imageWe, image.The, image.It, image.And, image.How, theimage, un-cropped, ImageThis
image	117	transparent.png	img, cat.jpg, image1.png, newImage, imageURL, ImageObject, picture.jpg, image2.jpg, images1, example.png, transparent.png, myimage, bg.png, image.html, backgroundImage, pic1.jpg, image1.jpg, myImage, img.jpg, imageView, image.gif, foo.png, imagei, imagename, image-set, setImage, imagefile, imageName, imageData, sample.jpg, background.jpg, sourceImage, imge, bg.gif, immage
image	108	450x300	farm1.staticflickr.com, 450x450, 540x720, jpg, jpeg, 960x1280, 500x300, 3072x2304, watermark, 533x800, thumbnail, data.whicdn.com, api.ning.com, thumbnails, 450x300, 700x525
image	83	subimage	pixel.The, image-data, sub-image, non-image, subimage
image	68	picture	caption, non-photoshopped, photo, picture
image	103	imaging	imaged, 3D-image, imaging
image	14	imagem	imagem
image	78	imageNext	imageNext
image	92	IMAGES	IMAGES
imagine	64	guess	suppose, Gosh, Wow, scenario, Indeed, Theoretically, Surely, guess, Heck, Conceivably, bet, Obviously, extrapolate, Even, if, Seriously, Offhand, Honestly, Actually, Think, Truthfully, speculate, Hmm, Realistically, Logistically, hypothetically, Hypothetically, Wouldn, Frankly, Sure, Could
imagine	62	envision	imagines, dreamed, visualize, envisioning, envisaging, envisioned, fantasized, imagining, envision, thinking, imagined, envisage, envison, Imagining, picturing
imagine	42	imgaine	emagine, imangine, imgine, imagin, imagen, immagine, imaginge, imgaine, magine, imagne, amagine, imagion, imagaine, rememeber
imagine	28	fathom	boggles, inconceivable, Unimaginable, fathom, conceivably, unimaginable, inconcievable, POSSIBLY, surely, unthinkable, conceivable
imagine	93	you.Imagine	it.Imagine, me.Imagine, AMImagine, you.Imagine, world.Imagine, PMImagine
imagine	44	imagine.As	imagine.So, imagine.A, without.So, imagine.You, imagine.As
imagine	31	understand.Can	understand.Can, happen.Can, did.Can, like.Can, have.Can
imagine	87	wonder	doubt, wonder
imagine	94	difficult	difficult, Hard
imagine	6	gosh	gosh
imagine	13	expect	expect
imagine	27	find.How	find.How
imagine	35	dare	dare
imagine	45	imaginar	imaginar
imagine	61	like	like
imagine	66	shudder	shudder
imitate	42	imitating	aping, Mimic, plagiarize, emulative, likeness, Imitates, distingush, similate, mimic, imitation, copy-catting, imitated, improvize, resembling, copycatting, immitate, mimmick, immitates, duplicate, mimickry, replicate, slavishly, Mimicking, mannerisms, reenact, copy-cats, Mimicing, Imitating, Emulate, mimetically, recreate, reproduce, Imitators, emulate, Imitations, emulation, imita, Emulating, emulate., knockoffs, copycats, imitates, apeing, imitator, superimpose, mimicry, immitation, simulate, liken, impersonates, mimetic, Imitated, imitating, re-create, emmulate, imitations, RESEMBLE, imitative, imitable, Mimicry, imitators, mimicing, imi-, plagiarise, EMULATE, monkey-see-monkey-do, mimmic, IMITATION, portay, Imitation, clone-like, mimick, Imitative, look-alike, copycatted, immitating
imitate	28	venerate	exhalt, denigrate, poeticize, bastardize, demean, adulterate, lionize, extol, idolise, scold, ennoble, deify, venerate, revere, glorify, deride, idealize, disparage, criticize, exalt, besmear, apotheosize, idolize
imitate	173	typify	synthesize, animate, induce, satirize, stylize, dramatize, typify, exaggerate, exemplify, portray, evoke, harmonize, depict, recapitulate, accentuate, embody, inspire, characterize, personify
imitate	172	upstage	sing, supplant, outwit, pourtray, out-guess, surpass, out-do, outdo, outvie, outshine, out-wit, out-sing, upstage
imitate	19	teach	instruct, enjoin, restrain, mortify, exhort, admonish, teach
imitate	169	pretend	invent, pretend, innovate, play-act, playact, personate, contrive
imitate	115	usurp	manipulate, usurp, domesticate, instrumentalize, subvert, co-opt
imitate	47	recognize	discern, recognize, observe, distinguish, differentiate
imitate	45	modify	adapt, modify, adopt, conform, incorporate
imitate	8	obey	obey, behave, follow
imitate	131	seduce	hypnotize, deceive, seduce
imitate	138	Latinize	Latinize, Frenchify, Americanize
imitate	110	popularize	inculcate, popularize
imitate	84	over-enunciate	enunciate, over-enunciate
imitate	36	topersuade	topersuade
imitate	38	try	try
imitate	142	decapitate	decapitate
imitate	151	reduplicate	reduplicate
imitate	154	vainly	vainly
